Transaction ID,Date,Merchant Name,Description,Amount,Category Primary,Category Detailed,Account ID,Transaction Type,Created At,Review Notes,Is Subscription?,Is Recurring?
0402cf83-772e-39dc-ac8a-c41cb9c8ab8d,2025-06-27,"AGARWAL SUMIT KUMAR AUTOPAY PAYMENT RECEIVED - THANK YOU JPMorgan Chase Bank, NA","AGARWAL SUMIT KUMAR AUTOPAY PAYMENT RECEIVED - THANK YOU JPMorgan Chase Bank, NA",2556.77,payment,payment,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:17:37.687809678Z,,,
25a7ea45-210d-349c-a545-0be7b149cfcc,2025-06-27,CHASE CREDIT CRD AUTOPAYBUS PPD ID:,CHASE CREDIT CRD AUTOPAYBUS                 PPD ID: 4760039224,-98.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:44.457346792Z,,,
737fa120-1d88-3885-8b58-d0b9421eb053,2025-06-25,MORGAN STANLEY ACH DEBIT 5749498361MEN7C WEB ID:,Morgan Stanley   ACH DEBIT  5749498361men7c WEB ID: 9827837001,-2000.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:44.524625042Z,,,
551760ba-4ed9-341e-bf5e-b3176ff55cf2,2025-06-25,TARGET CARD SRVC PAYMENT H WEB ID:,TARGET CARD SRVC PAYMENT    H     351280887 WEB ID: 7411721810,-101.3,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:44.591362750Z,,,
8bb00055-068c-3441-abba-ce14f33af6ad,2025-06-18,PUGET SOUND ENER BILLPAY PPD ID:,PUGET SOUND ENER BILLPAY                    PPD ID: 0000000160,-249.24,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:44.660873334Z,,,
6a72041c-16ad-39a8-85fc-57f74b98a819,2025-06-17,CITI AUTOPAY PAYMENT WEB ID: CITICARDAP,CITI AUTOPAY     PAYMENT    291725366450098 WEB ID: CITICARDAP,-3201.39,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:44.731868084Z,,,
c1d87942-4e3e-370c-8669-16a4d77ba6c3,2025-06-17,AUTOPAY 999990000061086RAUTOPAY AUTO-PMT,AUTOPAY 999990000061086RAUTOPAY AUTO-PMT,3201.39,payment,payment,d9e9b150-b520-4997-87a5-de8dc2b4032e,EXPENSE,2026-01-09T15:15:52.788221671Z,,,
38cbc5d6-9508-3d11-b16f-ffa70b3c8331,2025-06-16,PAYPAL INST XFER APPLE.COM BILL WEB ID: PAYPALSI77,PAYPAL           INST XFER  APPLE.COM BILL  WEB ID: PAYPALSI77,-12.11,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:44.790333292Z,,,
2ba62f1c-f3cf-3562-ba9c-5ce129fe4ccc,2025-06-16,CHASE CREDIT CRD AUTOPAY PPD ID:,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-1691.77,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:44.859665417Z,,,
61cd6c73-64d7-3f90-b3d2-1abdd6af2deb,2025-06-10,CHASE CREDIT CRD AUTOPAY PPD ID:,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-8.48,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:45.003247334Z,,,
4a6d9ff3-fd46-3a96-bc26-10f0977035cf,2025-06-09,DISCOVER E-PAYMENT WEB ID:,DISCOVER         E-PAYMENT  2364            WEB ID: 3510020270,-39.69,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:45.196966751Z,,,
f93ff0de-7b50-381b-9278-6e08cbbacbbb,2025-06-09,AMZ_STORECRD_PMT PAYMENT WEB ID:,AMZ_STORECRD_PMT PAYMENT    604578162822612 WEB ID: 9130142001,-106.7,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:45.072464334Z,,,
7b0f403f-e1a0-348e-89ce-3e8de556285a,2025-06-07,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit D J*BARRONS,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit D J*BARRONS,4.41,education,education,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:17:29.829467258Z,,,
11e3d9e7-2fd3-33fc-a934-9e61fad83870,2025-06-04,WWW COSTCO COM 800-955-2292 WA,WWW COSTCO COM 800-955-2292 WA,192.82,groceries,groceries,d9e9b150-b520-4997-87a5-de8dc2b4032e,EXPENSE,2026-01-09T15:15:52.823057754Z,,,
6444a83f-610f-3cec-b062-59388cebbabf,2025-06-04,PAYPAL INST XFER PPCR CC REPAYME WEB ID: PAYPALSI77,PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77,-19992.11,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:45.253871209Z,,,
fb18afad-7fcf-3006-a25a-bbf100836128,2025-06-04,AGARWAL SUMIT KUMAR Platinum Walmart+ Credit WMT PLUS Jun 2025 02737,AGARWAL SUMIT KUMAR Platinum Walmart+ Credit WMT PLUS Jun 2025 02737,14.27,groceries,groceries,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:17:29.749116424Z,,,
f079dce7-b39b-318e-9588-d8facf38bc78,2025-06-03,GARIMA DIPTI AGARWAL ESTEE LAUDER ONLINE MELVILLE Amex Offer Credit,GARIMA DIPTI AGARWAL ESTEE LAUDER ONLINE MELVILLE Amex Offer Credit,15.0,shopping,shopping,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:17:29.910366299Z,,,
69a9724c-c25e-30a6-84c1-22007411bc85,2025-06-02,PAYPAL INST XFER APPLE.COM BILL WEB ID: PAYPALSI77,PAYPAL           INST XFER  APPLE.COM BILL  WEB ID: PAYPALSI77,-13.21,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:45.437162043Z,,,
d24867ad-b91f-391a-9e3c-95c981d7596a,2025-06-02,JPMORGAN CHASE CHASE ACH PPD ID:,JPMORGAN CHASE   CHASE ACH                  PPD ID: 1000008113,-4454.82,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:45.497463793Z,,,
552e06ed-18e7-3e13-9bda-8e777c5a37b2,2025-05-28,"AGARWAL SUMIT KUMAR AUTOPAY PAYMENT RECEIVED - THANK YOU JPMorgan Chase Bank, NA","AGARWAL SUMIT KUMAR AUTOPAY PAYMENT RECEIVED - THANK YOU JPMorgan Chase Bank, NA",1353.11,payment,payment,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:17:29.412130716Z,,,
0307a939-7c9d-3926-b931-179d3ae0f2eb,2025-05-28,CITI AUTOPAY PAYMENT PPD ID: CITICARDAP,CITI AUTOPAY     PAYMENT                    PPD ID: CITICARDAP,-4826.25,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:45.780919834Z,,,
024c6e64-1b12-3255-8ead-15fbc7797a91,2025-05-28,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit HLU*HULUPLUS,AGARWAL SUMIT KUMAR Platinum Digital Entertainment Credit HLU*HULUPLUS,4.39,entertainment,entertainment,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:17:29.654865049Z,,,
96c72074-acce-3afe-918f-9f5296d72614,2025-05-27,CHASE CREDIT CRD AUTOPAYBUS PPD ID:,CHASE CREDIT CRD AUTOPAYBUS                 PPD ID: 4760039224,-99.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:45.851226543Z,,,
f0565e6c-4763-3d1b-a862-6a4d71eb41ff,2025-05-27,AGARWAL SUMIT KUMAR AMEX Airline Fee Reimbursement TRANSACTION PROCESSED BY AMERICAN EXPRESS,AGARWAL SUMIT KUMAR AMEX Airline Fee Reimbursement TRANSACTION PROCESSED BY AMERICAN EXPRESS,45.0,travel,travel,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:17:29.572424924Z,,,
c5080cb5-e957-3fb4-929e-7e2547530d0f,2025-05-27,PAYPAL INST XFER APPLE.COM BILL WEB ID: PAYPALSI77,PAYPAL           INST XFER  APPLE.COM BILL  WEB ID: PAYPALSI77,-0.99,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:45.908027876Z,,,
04a1733b-229c-309b-b670-d584ae803213,2025-05-27,TARGET CARD SRVC PAYMENT H WEB ID:,TARGET CARD SRVC PAYMENT    H     347098558 WEB ID: 7411721810,-13.2,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:45.977176168Z,,,
19a9f109-6f8d-3c60-bf87-65200ab31acf,2025-05-27,AGARWAL SUMIT KUMAR AMEX Airline Fee Reimbursement TRANSACTION PROCESSED BY AMERICAN EXPRESS,AGARWAL SUMIT KUMAR AMEX Airline Fee Reimbursement TRANSACTION PROCESSED BY AMERICAN EXPRESS,35.0,travel,travel,33170ec5-8f03-4cc9-b524-28a257508beb,EXPENSE,2026-01-09T15:17:29.492448008Z,,,
1325cba9-daea-3107-86b3-e5484fce2f14,2025-05-23,CITY OF BELLEVUE UTILITY TEL ID:,CITY OF BELLEVUE UTILITY    8189891         TEL ID: 0000063576,-388.53,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:46.048509793Z,,,
ce2df8db-319a-388a-9488-ebcc0083fc2b,2025-05-19,PUGET SOUND ENER BILLPAY PPD ID:,PUGET SOUND ENER BILLPAY                    PPD ID: 0000000160,-236.4,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:46.119187543Z,,,
98a0a5c4-9fb2-3c1f-8db7-30e1ad3236a9,2025-05-19,CITI AUTOPAY PAYMENT WEB ID: CITICARDAP,CITI AUTOPAY     PAYMENT    291698569820425 WEB ID: CITICARDAP,-2941.07,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:46.191373251Z,,,
d8f512ee-021f-319b-8121-4c3c65bb8753,2025-05-16,CHECK 172,CHECK 172,-100.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:46.249201085Z,,,
592e9555-d32e-3651-a02d-aee5d6257616,2025-05-12,CHASE CREDIT CRD AUTOPAY PPD ID:,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-5.87,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:46.677789043Z,,,
73d158c4-737c-3fd6-84c0-0db7a248aa41,2025-05-09,AMZ_STORECRD_PMT PAYMENT WEB ID:,AMZ_STORECRD_PMT PAYMENT    604578162822612 WEB ID: 9130142001,-237.21,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:46.749488210Z,,,
4a4947a0-bde9-3fa5-bac0-25af05842574,2025-05-07,DISCOVER E-PAYMENT WEB ID:,DISCOVER         E-PAYMENT  2364            WEB ID: 3510020270,-59.24,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:46.964348377Z,,,
3542443d-2430-3f40-b20c-f2932ed6fc75,2025-05-07,CHECK 170,CHECK 170,-200.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:46.889850377Z,,,
bdb18320-ec3c-3524-93fe-8e8ae3ef2fc6,2025-05-06,PAYPAL INST XFER PPCR CC REPAYME WEB ID: PAYPALSI77,PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77,-0.99,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:47.098433252Z,,,
cb56e6b6-f67c-3197-ab48-cfbfe40d55d5,2025-05-02,CHASE CREDIT CRD AUTOPAY PPD ID:,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-36.81,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:47.323032085Z,,,
02dce513-3754-310b-aeba-bfcc9c55ed03,2025-05-01,JPMORGAN CHASE CHASE ACH PPD ID:,JPMORGAN CHASE   CHASE ACH                  PPD ID: 1000008113,-4454.82,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:47.404518335Z,,,
63e9f7c4-cf67-3a59-b16a-e3beecad8d39,2025-04-28,CITI AUTOPAY PAYMENT PPD ID: CITICARDAP,CITI AUTOPAY     PAYMENT                    PPD ID: CITICARDAP,-1405.3,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:48.307370961Z,,,
0d2a4a9b-428c-3dca-a24c-56f6493f5acc,2025-04-22,WELLS FARGO CARD CCPYMT WEB ID:,WELLS FARGO CARD CCPYMT     90496415336779  WEB ID: 3411650794,-1277.88,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:48.589307877Z,,,
82e4834b-a0fe-35cc-b3a9-3a37219b2df9,2025-04-18,ZELLE PAYMENT TO RAJ MUDIT AGARWAL,Zelle payment to Raj Mudit Agarwal 24460370632,-700.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:48.705001294Z,,,
6901ab88-6617-32e8-9cb0-6dbfbb12ba1c,2025-04-17,CITI AUTOPAY PAYMENT WEB ID: CITICARDAP,CITI AUTOPAY     PAYMENT    291672679650178 WEB ID: CITICARDAP,-1289.13,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:49.078979253Z,,,
c46ac1af-d573-3a91-a2ee-b38f0412e97b,2025-04-17,PUGET SOUND ENER BILLPAY PPD ID:,PUGET SOUND ENER BILLPAY                    PPD ID: 0000000160,-281.68,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:48.888979627Z,,,
12ecdf24-8afc-3ff3-b42a-a03e3f290e3b,2025-04-16,CHECK 169,CHECK 169,-200.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:49.179459003Z,,,
28990846-caa6-300b-988c-ea00d47eecbc,2025-04-14,ZELLE PAYMENT TO RAJ MUDIT AGARWAL,Zelle payment to Raj Mudit Agarwal 24406134180,-5000.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:49.334796253Z,,,
3121718b-be2f-394f-83b3-d09f7876653b,2025-04-14,ONLINE TRANSFER TO MORGANSTANLEY ######## TRANSACTION #: 04/14,Online Transfer 24404556097 to Morganstanley #########7477 transaction #: 24404556097 04/14,-5000.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:49.398615794Z,,,
b168230c-265d-3b38-8e04-062a36a0f8ec,2025-04-09,AMZ_STORECRD_PMT PAYMENT WEB ID:,AMZ_STORECRD_PMT PAYMENT    604578162822612 WEB ID: 9130142001,-556.58,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:49.500112461Z,,,
037380fd-30fa-354f-8a04-c768c1a97f18,2025-04-07,DISCOVER E-PAYMENT WEB ID:,DISCOVER         E-PAYMENT  2364            WEB ID: 3510020270,-275.49,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:49.692562920Z,,,
3e76b49f-e5fa-3d8f-8051-46a3fcc82b05,2025-04-04,PAYPAL INST XFER PPCR CC REPAYME WEB ID: PAYPALSI77,PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77,-0.99,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:49.811511503Z,,,
974f56f7-96c7-3c8f-8bf3-aae7372d2a6c,2025-04-01,JPMORGAN CHASE CHASE ACH PPD ID:,JPMORGAN CHASE   CHASE ACH                  PPD ID: 1000008113,-4454.82,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:49.985891378Z,,,
397d5f42-e9bc-35af-b122-dbfb63d01511,2025-03-31,ZELLE PAYMENT TO JOSE CARRILLO,Zelle payment to Jose Carrillo 24235437138,-380.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:50.077095628Z,,,
a805d193-0866-3e9f-bb0c-a8226bf7ea1d,2025-03-28,ZELLE PAYMENT TO VIDHI MODI,Zelle payment to Vidhi Modi 24208050150,-36.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:50.494743462Z,,,
dcfcb99c-f8c0-34a0-9349-f483fb2d9dec,2025-03-28,CITI AUTOPAY PAYMENT PPD ID: CITICARDAP,CITI AUTOPAY     PAYMENT                    PPD ID: CITICARDAP,-452.51,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:50.668623295Z,,,
f74a923a-2c2a-3964-a447-350fb34c3dc7,2025-03-28,CITY OF BELLEVUE UTILITY TEL ID:,CITY OF BELLEVUE UTILITY    7475319         TEL ID: 0000063576,-374.55,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:50.594012503Z,,,
a9e2d711-e653-3d95-85ef-1e402206363a,2025-03-27,CHECK 168,CHECK 168,-200.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:50.731322337Z,,,
2052e309-2c04-30b9-8b37-018f56d0b33c,2025-03-19,PUGET SOUND ENER BILLPAY PPD ID:,PUGET SOUND ENER BILLPAY                    PPD ID: 0000000160,-367.29,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:50.885877712Z,,,
b94e13fd-36f6-3f74-a70a-d006c834d095,2025-03-17,CITI AUTOPAY PAYMENT WEB ID: CITICARDAP,CITI AUTOPAY     PAYMENT    291644135460287 WEB ID: CITICARDAP,-2351.64,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:51.188698337Z,,,
f4c94175-9f61-3b74-9a65-026da60a9f75,2025-03-17,CHASE CREDIT CRD AUTOPAY PPD ID:,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-3141.19,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:51.078885545Z,,,
79e86cde-013e-31a7-91e6-36caee8ca906,2025-03-10,AMZ_STORECRD_PMT PAYMENT WEB ID:,AMZ_STORECRD_PMT PAYMENT    604578162822612 WEB ID: 9130142001,-478.65,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:51.342963629Z,,,
3985816b-48b1-3f5a-bc23-93b03637c1d9,2025-03-07,DISCOVER E-PAYMENT WEB ID:,DISCOVER         E-PAYMENT  2364            WEB ID: 3510020270,-1429.54,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:51.417398504Z,,,
c1e0162f-694b-3839-a1fe-c151150a34c6,2025-03-06,CHECK 167,CHECK 167,-200.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:51.482211587Z,,,
e58273f1-8635-390d-9a22-f44a9fc469b3,2025-03-04,PAYPAL INST XFER PPCR CC REPAYME WEB ID: PAYPALSI77,PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77,-0.99,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:51.545546295Z,,,
e8115aca-05f6-35e5-aa76-443f245ab7ec,2025-03-03,JPMORGAN CHASE CHASE ACH PPD ID:,JPMORGAN CHASE   CHASE ACH                  PPD ID: 1000008113,-4454.82,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:51.690527837Z,,,
10b41c5e-e23c-3c13-bc33-c7009c4c78d0,2025-02-28,CITI AUTOPAY PAYMENT PPD ID: CITICARDAP,CITI AUTOPAY     PAYMENT                    PPD ID: CITICARDAP,-1189.34,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:51.766497337Z,,,
149b6d4e-52b7-3a1d-826d-f7640382eceb,2025-02-19,PUGET SOUND ENER BILLPAY PPD ID:,PUGET SOUND ENER BILLPAY                    PPD ID: 0000000160,-341.23,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:51.997567629Z,,,
95fb1fc8-1814-3aa1-ba09-b1cdd2164efa,2025-02-18,CITI AUTOPAY PAYMENT WEB ID: CITICARDAP,CITI AUTOPAY     PAYMENT    291619978550338 WEB ID: CITICARDAP,-1508.18,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:52.076909796Z,,,
b7a4debd-1afe-3cc8-bfe1-06fdb930d883,2025-02-14,CHECK 166,CHECK 166,-200.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:52.140928962Z,,,
2aadace5-ab2f-3eb4-b335-d45736ff35b2,2025-02-13,CHECK PASSPORTSERVICES PAYMENT ARC ID:,CHECK # 0165      PASSPORTSERVICES PAYMENT           ARC ID: 1900000119,-160.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:52.294587379Z,,,
fce689a8-66b0-3d2c-926a-29397511683b,2025-02-10,AMZ_STORECRD_PMT PAYMENT WEB ID:,AMZ_STORECRD_PMT PAYMENT    604578162822612 WEB ID: 9130142001,-277.02,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:52.388227712Z,,,
0f1ee27e-7f79-33ed-94ed-24eb39e9d09e,2025-02-07,DISCOVER E-PAYMENT WEB ID:,DISCOVER         E-PAYMENT  2364            WEB ID: 3510020270,-106.69,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:52.470598463Z,,,
aec53310-dffc-3cd3-a776-88ecaa0945eb,2025-02-05,ONLINE TRANSFER TO MORGANSTANLEY ######## TRANSACTION #: 02/05,Online Transfer 23609708848 to Morganstanley #########7477 transaction #: 23609708848 02/05,-5000.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:52.537356338Z,,,
edf770fb-1b28-3ef9-8ba6-0f97b318cb47,2025-02-04,PAYPAL INST XFER PPCR CC REPAYME WEB ID: PAYPALSI77,PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77,-0.99,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:52.682523338Z,,,
90874c3f-3eef-3787-8cd0-8b64bf5055ec,2025-02-03,CHASE CREDIT CRD AUTOPAY PPD ID:,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-40.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:52.841494921Z,,,
f546685f-8783-38d5-9a1f-455d4b7cec03,2025-02-03,JPMORGAN CHASE CHASE ACH PPD ID:,JPMORGAN CHASE   CHASE ACH                  PPD ID: 1000008113,-4454.82,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:52.915746921Z,,,
591bcef6-4b53-38d0-a0e7-cae621e52cbe,2025-01-28,CITI AUTOPAY PAYMENT PPD ID: CITICARDAP,CITI AUTOPAY     PAYMENT                    PPD ID: CITICARDAP,-2844.53,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:53.144648046Z,,,
3d0f0397-d50d-3f67-9cc4-b9c1baf527c4,2025-01-27,TARGET CARD SRVC AUTO PYMT WEB ID:,TARGET CARD SRVC AUTO PYMT  00035134550     WEB ID: 1411721813,-1341.38,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:53.225165630Z,,,
6e419eb0-9dd2-3f78-8bf9-c55bbd41fda5,2025-01-24,CHECK 164,CHECK 164,-200.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:53.292062296Z,,,
59ee170b-6efe-3ea4-b17f-a522c9fba7f8,2025-01-22,ZELLE PAYMENT TO RAJ MUDIT AGARWAL,Zelle payment to Raj Mudit Agarwal 23463763577,-4800.0,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:53.380144421Z,,,
b6061ca0-5cee-3f71-a37c-8ad3644f3398,2025-01-21,PUGET SOUND ENER BILLPAY PPD ID:,PUGET SOUND ENER BILLPAY                    PPD ID: 0000000160,-313.22,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:53.469232588Z,,,
d17223e4-1678-33cb-a21e-1d5f21e8071a,2025-01-17,CITY OF BELLEVUE UTILITY TEL ID:,CITY OF BELLEVUE UTILITY    1340050         TEL ID: 0000063576,-373.34,utilities,utilities,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:53.550103421Z,,,
d78dc388-9a27-3268-a9b9-dafadf804808,2025-01-17,CITI AUTOPAY PAYMENT WEB ID: CITICARDAP,CITI AUTOPAY     PAYMENT    291594924560091 WEB ID: CITICARDAP,-2783.16,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:53.625050088Z,,,
26428709-a697-31bd-9ccb-6c205ceb636a,2025-01-15,CHASE CREDIT CRD AUTOPAY PPD ID:,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-1440.23,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:53.707350213Z,,,
f9e7bdae-ad64-338b-acc6-e6d49319309c,2025-01-10,PAYPAL INST XFER GOYALANKITA0311 WEB ID: PAYPALSI77,PAYPAL           INST XFER  GOYALANKITA0311 WEB ID: PAYPALSI77,-100.0,transfer,transfer,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:53.847464505Z,,,
fb57bfd7-9f5a-3dd8-ba7e-37b95d6ad23e,2025-01-09,AMZ_STORECRD_PMT PAYMENT WEB ID:,AMZ_STORECRD_PMT PAYMENT    604578162822612 WEB ID: 9130142001,-1411.13,payment,payment,e5559a9e-188e-4c83-aed7-1974ca0294dc,EXPENSE,2026-01-09T15:16:53.923834505Z,,,
